Vcontrol	freq
1.03	1.0089588630
1.03	1.0089566652
1.03	1.0089544209
1.03	1.0089521300
1.03	1.0089497926
1.03	1.0089474084
1.03	1.0089449773
1.03	1.0089424994
1.03	1.0089399744
1.04	1.0089374024
1.04	1.0089347831
1.04	1.0089321166
1.04	1.0089294027
1.04	1.0089266413
1.04	1.0089238323
1.04	1.0089209757
1.04	1.0089180713
1.04	1.0089151191
1.04	1.0089121190
1.05	1.0089090708
1.05	1.0089059745
1.05	1.0089028300
1.05	1.0088996372
1.05	1.0088963960
1.05	1.0088931063
1.05	1.0088897679
1.05	1.0088863809
1.05	1.0088829452
1.05	1.0088794605
1.06	1.0088759269
1.06	1.0088723443
1.06	1.0088687124
1.06	1.0088650314
1.06	1.0088613010
1.06	1.0088575211
1.06	1.0088536917
1.06	1.0088498128
1.06	1.0088458840
1.06	1.0088419055
1.07	1.0088378771
1.07	1.0088337986
1.07	1.0088296701
1.07	1.0088254914
1.07	1.0088212624
1.07	1.0088169830
1.07	1.0088126531
1.07	1.0088082727
1.07	1.0088038416
1.07	1.0087993597
1.08	1.0087948270
1.08	1.0087902433
1.08	1.0087856085
1.08	1.0087809227
1.08	1.0087761856
1.08	1.0087713971
1.08	1.0087665572
1.08	1.0087616658
1.08	1.0087567228
1.08	1.0087517281
1.09	1.0087466815
1.09	1.0087415831
1.09	1.0087364326
1.09	1.0087312300
1.09	1.0087259752
1.09	1.0087206682
1.09	1.0087153087
1.09	1.0087098968
1.09	1.0087044322
1.09	1.0086989150
1.10	1.0086933450
1.10	1.0086877222
1.10	1.0086820463
1.10	1.0086763174
1.10	1.0086705353
1.10	1.0086647000
1.10	1.0086588113
1.10	1.0086528692
1.10	1.0086468734
1.10	1.0086408241
1.11	1.0086347210
1.11	1.0086285640
1.11	1.0086223531
1.11	1.0086160882
1.11	1.0086097691
1.11	1.0086033958
1.11	1.0085969681
1.11	1.0085904860
1.11	1.0085839494
1.11	1.0085773582
1.12	1.0085707122
1.12	1.0085640114
1.12	1.0085572556
1.12	1.0085504449
1.12	1.0085435790
1.12	1.0085366579
1.12	1.0085296815
1.12	1.0085226497
1.12	1.0085155623
1.12	1.0085084194
1.13	1.0085012207
1.13	1.0084939662
1.13	1.0084866558
1.13	1.0084792894
1.13	1.0084718669
1.13	1.0084643882
1.13	1.0084568531
1.13	1.0084492617
1.13	1.0084416137
1.13	1.0084339092
1.14	1.0084261479
1.14	1.0084183299
1.14	1.0084104549
1.14	1.0084025229
1.14	1.0083945338
1.14	1.0083864875
1.14	1.0083783839
1.14	1.0083702229
1.14	1.0083620044
1.14	1.0083537283
1.15	1.0083453945
1.15	1.0083370028
1.15	1.0083285533
1.15	1.0083200458
1.15	1.0083114801
1.15	1.0083028563
1.15	1.0082941741
1.15	1.0082854335
1.15	1.0082766344
1.15	1.0082677767
1.16	1.0082588603
1.16	1.0082498850
1.16	1.0082408509
1.16	1.0082317577
1.16	1.0082226054
1.16	1.0082133939
1.16	1.0082041231
1.16	1.0081947928
1.16	1.0081854031
1.16	1.0081759537
1.17	1.0081664445
1.17	1.0081568756
1.17	1.0081472467
1.17	1.0081375577
1.17	1.0081278087
1.17	1.0081179994
1.17	1.0081081297
1.17	1.0080981996
1.17	1.0080882090
1.17	1.0080781577
1.18	1.0080680457
1.18	1.0080578728
1.18	1.0080476390
1.18	1.0080373441
1.18	1.0080269880
1.18	1.0080165707
1.18	1.0080060920
1.18	1.0079955519
1.18	1.0079849502
1.18	1.0079742868
1.19	1.0079635616
1.19	1.0079527745
1.19	1.0079419255
1.19	1.0079310143
1.19	1.0079200410
1.19	1.0079090054
1.19	1.0078979073
1.19	1.0078867468
1.19	1.0078755237
1.19	1.0078642378
1.20	1.0078528892
1.20	1.0078414776
1.20	1.0078300030
1.20	1.0078184653
1.20	1.0078068643
1.20	1.0077952000
